   MULLIKEN OVERLAP POPULATIONS
  i      j                   value 
  103    24    6.4484374188194949e-18
  103    25    1.6088365156107955e-16
  103    26   -2.9218494252055865e-17
  103    27    1.2339383344154643e-16
  103    28    9.9970086998714230e-17
  103    29   -3.3329512993725206e-32
  103    30    3.0036031583010726e-17
  103    31    9.9970086998714095e-17
  103    32   -7.0022896892141871e-17
  103    33    3.8606132958113146e-18
  103    34    3.0878760760919455e-17
  103    35    9.9949925767110550e-32
  103    36    5.2309829055882671e-17
  103    37    3.0878760760919862e-17
  103    38   -2.8052787574511282e-17
  103    39   -6.7596931736459263e-17
  103    40   -1.1540767687490757e-16
  103    41   -1.9775011985937764e-16
  103    42   -1.9142377462469646e-16
  103    43   -1.9939726512273798e-16
  103    44   -1.1631825245310696e-16
  103    45   -3.0037994206917075e-17
  103    46   -4.3223866032136994e-18
  103    47   -6.0896062849962950e-17
  103    48    1.2145606184961046e-16
  103    49   -7.6652158760604045e-17
  103    50   -9.3578365387168059e-17
  103    51    1.8664030484618157e-16
  103    52    9.9742271743218596e-17
  103    53   -7.7599665577863125e-17
  103    54    1.5477108602497661e-16
  103    55    2.3087822153981689e-16
  103    56   -3.6482832432801659e-17
  103    57    7.2764329006371457e-17
  103    58    1.3945674468387148e-16
  103    59   -1.1708366453785068e-17
  103    60    2.3352118570826957e-17
  103    61    4.8290882458543763e-17
  103    62   -1.1751712763450274e-16
  103    63    1.4955158247009536e-32
  103    64    1.8911385996872247e-17
  103    65   -1.1751712763450281e-16
  103    66    6.8144573718028157e-17
  103    67   -1.4344116860697055e-16
  103    68   -7.2441113487558139e-17
  103    69    2.4893943959735537e-31
  103    70    5.8522869624132049e-17
  103    71   -7.2441113487558164e-17
  103    72    2.1087909706627683e-16
  103    73   -4.9685275182198704e-17
  103    74   -1.0490568931806001e-17
  103    75    3.3422327751632057e-31
  103    76    4.2065072311028030e-17
  103    77   -1.0490568931805631e-17
  103    78    1.5157569210036866e-16
  103    79    6.5914941122919012e-17
  103    80   -2.6903982603038853e-16
  103    81   -4.1668933042960359e-16
  103    82   -4.0094463710204991e-16
  103    83   -2.6592616647119937e-16
  103    84   -2.1727033654426086e-16
  103    85   -1.3920041045188701e-16
  103    86   -3.9937647000931567e-17
  103    87   -9.1879131233936792e-17
  103    88   -4.5133597016860165e-17
  103    89    4.0493169920981937e-17
  103    90   -1.2651671082097389e-16
  103    91   -4.7500545854463338e-17
  103    92    2.6903874856678554e-17
  103    93   -1.1300995139370721e-16
  103    94   -1.3207450331744726e-18
  103    95   -4.3106077963135310e-17
  103    96   -6.1653662523738422e-17
  103    97    4.3611863344669917e-17
  103    98    2.8499161706906484e-17
  103    99   -2.1455550437236765e-17
  103   100    3.0084538093760994e-17
  103   101    5.1416132188842079e-17
  103   102   -1.2162844938784828e-16
  103   103    3.0493182357516241e-31
  104     0   -1.2693618103219064e-16
  104     1   -1.5699575541639906e-16
  104     2   -1.4763285169744674e-16
  104     3    3.6671842233687979e-17
  104     4    8.5915455999532167e-17
  104     5    1.3872391886901108e-16
  104     6    1.3458118972918777e-16
  104     7    5.1075286070070879e-04
  104     8    2.9904779606076849e-16
  104     9    1.7955343115394874e-16
  104    10    2.2721203552340656e-03
  104    11    4.1331015262248740e-16
  104    12    2.3163253886887830e-16
  104    13    6.4323439106491968e-03
  104    14    3.7127133459045854e-16
  104    15    1.3802636354429723e-16
  104    16    8.2572816876226810e-03
  104    17    1.6590385855075549e-16
  104    18    8.0446040011749119e-18
  104    19    4.4701615419507042e-03
  104    20   -2.5482122409815434e-17
  104    21   -1.1849056733522370e-19
  104    22    6.7662927893617706e-17
  104    23   -5.1491768915314214e-18
  104    24   -1.5890096560650560e-03
  104    25    6.8634863320663751e-17
  104    26   -4.4095750839554443e-17
  104    27    4.3532005425785835e-17
  104    28    7.5249124192265992e-17
  104    29   -2.8766053832686552e-18
  104    30   -8.0620802235598851e-03
  104    31    6.7192246024608095e-17
  104    32   -1.1910619111912869e-16
  104    33    6.1324692740167849e-17
  104    34    8.9150878322263217e-17
  104    35    1.4894036732109938e-18
  104    36   -1.4979548292402743e-02
  104    37    8.0645774282893351e-17
  104    38   -7.8275120381192556e-17
  104    39    1.5584893323452834e-16
  104    40   -3.6920351217680087e-17
  104    41   -4.8737595379458476e-17
  104    42   -4.7308617305857906e-17
  104    43    2.1488484816463770e-17
  104    44    8.7904405491322482e-17
  104    45    1.5070912334120601e-16
  104    46    5.6894907846239324e-17
  104    47    1.6550420270075545e-02
  104    48    2.0901942205540319e-16
  104    49   -1.7752767651728520e-16
  104    50    2.5432863848032228e-02
  104    51    3.2349817574120420e-16
  104    52   -1.7661376918221599e-16
  104    53    2.1090149642272363e-02
  104    54    2.3844513601846651e-16
  104    55   -2.6644656004513654e-17
  104    56    9.9153571043380188e-03
  104    57    4.7426273340642795e-17
  104    58    4.7157784321042755e-17
  104    59    3.1821168137522835e-03
  104    60   -5.3023221746069500e-17
  104    61    3.8477079300264348e-17
  104    62    7.8130701631278884e-18
  104    63    6.9416163464627561e-18
  104    64   -6.1982898808290868e-03
  104    65    5.6690488330070946e-18
  104    66    6.1063117402590956e-17
  104    67    1.6897402889352965e-17
  104    68    3.3081693356601645e-17
  104    69   -1.5302743453181232e-18
  104    70   -1.9181127742214806e-02
  104    71    3.8108885251279009e-17
  104    72    1.9196809178914813e-16
  104    73    1.1367583161014189e-16
  104    74    8.7989015665995011e-17
  104    75   -3.6615882148880195e-21
  104    76   -1.3787012336637596e-02
  104    77    8.1619154110343785e-17
  104    78    1.4888054362354226e-16
  104    79    1.7803236243634228e-16
  104    80   -8.4248926361736560e-17
  104    81   -9.3567905570751298e-17
  104    82   -8.7448182221806097e-17
  104    83    8.9015638939367329e-17
  104    84    1.3424404531190236e-16
  104    85    1.2354523425028050e-16
  104    86    8.6265632517250778e-17
  104    87    2.7254667627594646e-02
  104    88    5.6813756181069094e-17
  104    89    6.9850625052808237e-17
  104    90    3.7382958710332016e-02
  104    91    7.8156795194744928e-17
  104    92    1.1396145088653253e-16
  104    93    3.2980955957511035e-02
  104    94    1.0227468352581377e-16
  104    95    4.7549016225105006e-17
  104    96    1.7549796142745322e-02
  104    97    5.8413426121972814e-17
  104    98    5.3528785146540282e-17
  104    99    5.9582897188630093e-03
  104   100   -2.2584506505268989e-17
  104   101    1.0009555376253389e-16
  104   102    8.4110859046351789e-17
  104   103   -8.4566751193669090e-19
  104   104    3.5044423101283613e-03
  105     0   -1.6082710971076692e-04
  105     1    1.1428402837365602e-04
  105     2    1.3213575984884307e-04
  105     3    1.3919926701436844e-03
  105     4   -5.3175217759312166e-04
  105     5   -4.1313305511551804e-03
  105     6   -2.7943536368216205e-03
  105     7    7.6199918554915793e-16
  105     8   -2.6142898906428936e-16
  105     9   -3.0967213719203333e-03
  105    10    1.0839368220926973e-15
  105    11   -2.7945550913592760e-16
  105    12   -3.4555705556838876e-03
  105    13    1.0638901502586426e-15
  105    14   -2.4243428352016751e-17
  105    15    3.7684730288699581e-03
  105    16    6.8038115357201574e-16
  105    17    2.2358936051328740e-16
  105    18    5.1240144803055008e-03
  105    19    2.6699812415171770e-16
  105    20    1.4008827256060795e-16
  105    21    1.1549236151303748e-03
  105    22    9.1403714975648188e-04
  105    23   -1.6573440299102659e-19
  105    24   -1.3796971483800199e-16
  105    25    9.1403714975648036e-04
  105    26   -4.4084486382809737e-17
  105    27    1.5735245769836516e-03
  105    28   -3.4788017018533556e-04
  105    29    1.2121895947385280e-18
  105    30   -4.4824876966155161e-16
  105    31   -3.4788017018533225e-04
  105    32   -3.2076046676791610e-16
  105    33   -3.3723777347741653e-03
  105    34   -1.2463303451007719e-03
  105    35    3.0707151595925274e-18
  105    36   -5.2093398981892283e-16
  105    37   -1.2463303451007621e-03
  105    38   -7.2561051722579981e-16
  105    39   -8.4413984907703837e-03
  105    40    1.6717263501208942e-03
  105    41   -3.0932045701878211e-04
  105    42   -4.8390207215993924e-04
  105    43   -1.1584408934877633e-02
  105    44   -1.0099848485493706e-02
  105    45   -4.6871604653406966e-03
  105    46   -1.7454208697368922e-03
  105    47    8.4736873368861472e-16
  105    48    6.9449039245686765e-16
  105    49    1.4063463272785875e-02
  105    50    1.2980785365755411e-15
  105    51    1.0676997334761874e-15
  105    52    1.5098772980075401e-02
  105    53    1.0771510350529720e-15
  105    54    8.7683797344044786e-16
  105    55    4.3609754400833894e-03
  105    56    5.0507348627613861e-16
  105    57    3.8998493562998765e-16
  105    58   -3.5000241059636320e-04
  105    59    1.5959376264588238e-16
  105    60    1.0602878106822362e-16
  105    61   -4.4977102993511191e-04
  105    62   -7.0749762583915835e-03
  105    63    1.5938634664235363e-18
  105    64    3.0937285923146243e-17
  105    65   -7.0749762583915948e-03
  105    66   -3.9903758989356113e-16
  105    67   -1.0084260519559931e-02
  105    68   -6.5773565687516243e-03
  105    69    1.2365290812302015e-18
  105    70    9.2784519374733637e-17
  105    71   -6.5773565687516182e-03
  105    72   -1.2359042454588207e-15
  105    73   -8.8746284392910834e-03
  105    74   -1.7364996512729790e-03
  105    75    3.0396048665070292e-18
  105    76    6.7443918085451052e-17
  105    77   -1.7364996512729532e-03
  105    78   -8.9091208258220121e-16
  105    79    3.7724054325818132e-04
  105    80   -1.5289690295809284e-03
  105    81   -3.6115799793063666e-03
  105    82   -3.5112602564243965e-03
  105    83   -8.1061504305804302e-03
  105    84   -8.6913457694590517e-03
  105    85   -5.2429851633405628e-03
  105    86   -2.4107821865547376e-03
  105    87    6.3526626826397062e-16
  105    88    1.4586428648595635e-15
  105    89   -1.4323214092816861e-02
  105    90    9.1471426588221909e-16
  105    91    1.9774859189100578e-15
  105    92   -2.0634635555457453e-02
  105    93    9.3459460855941024e-16
  105    94    1.6855418568295180e-15
  105    95   -1.5483819077193216e-02
  105    96    6.3536520486885156e-16
  105    97    8.2531028761020923e-16
  105    98   -6.5710715940640648e-03
  105    99    2.5841420126317804e-16
  105   100    2.3860010796178305e-16
  105   101   -2.1848281415712341e-03
  105   102   -4.6790236387879002e-03
  105   103   -2.5417391105319050e-19
  105   104    1.2599849578969678e-16
  105   105   -4.6790236387878976e-03
  106     0   -1.4801440124465962e-16
  106     1   -2.4846024503782840e-16
  106     2   -2.4270134378949741e-16
  106     3   -2.1743521346043114e-16
  106     4   -1.8569789149401539e-16
  106     5   -1.2019933952971796e-16
  106     6   -3.3368205228360068e-17
  106     7   -1.2577543703315339e-17
  106     8    5.1075286070072917e-04
  106     9    1.8067528226057147e-16
  106    10   -1.3371963137520118e-17
  106    11    2.2721203552341224e-03
  106    12    2.4658388525849428e-16
  106    13   -4.6746671037238775e-17
  106    14    6.4323439106492696e-03
  106    15    1.9723194168212528e-16
  106    16   -9.7039248518739578e-17
  106    17    8.2572816876228909e-03
  106    18    3.6953093900648476e-17
  106    19   -1.2157560248973519e-16
  106    20    4.4701615419509609e-03
  106    21   -6.2447821793765702e-18
  106    22   -9.3524222916406102e-17
  106    23   -3.3628615076464834e-18
  106    24    2.3730756456410335e-18
  106    25   -1.0559803367885981e-16
  106    26   -1.5890096560650406e-03
  106    27   -1.6122432551276703e-16
  106    28   -8.5009161467748169e-17
  106    29   -6.5084211344668885e-18
  106    30    3.2124739005689315e-17
  106    31   -8.9501035388068818e-17
  106    32   -8.0620802235598643e-03
  106    33   -9.8912888560285644e-17
  106    34   -4.6472336705181387e-17
  106    35   -8.6619796451004686e-18
  106    36    8.8616470047084746e-17
  106    37   -5.2196724008839451e-17
  106    38   -1.4979548292402806e-02
  106    39   -2.6234755341862781e-17
  106    40    1.5916074810015857e-16
  106    41    2.0258483681023173e-16
  106    42    1.9962036819553460e-16
  106    43   -1.0248488137696232e-16
  106    44   -1.3704959197444768e-16
  106    45   -8.1402928568277057e-17
  106    46    7.6634495173575583e-17
  106    47   -6.1232269761075217e-17
  106    48    1.6550420270075469e-02
  106    49   -2.1414424866798350e-16
  106    50   -1.1286203790636703e-16
  106    51    2.5432863848032138e-02
  106    52   -2.7352434880178508e-16
  106    53   -1.4209359402292601e-16
  106    54    2.1090149642272463e-02
  106    55   -1.4667821919854150e-16
  106    56   -1.4830480305952187e-16
  106    57    9.9153571043382824e-03
  106    58   -6.7164361266686116e-17
  106    59   -1.1380585300329109e-16
  106    60    3.1821168137525510e-03
  106    61   -3.1267222550118862e-17
  106    62   -7.6965565226703038e-17
  106    63   -4.7375782940031215e-18
  106    64    2.1073414276014163e-17
  106    65   -8.4223501538727049e-17
  106    66   -6.1982898808290538e-03
  106    67   -9.2859041630676411e-17
  106    68   -1.1273241423861304e-16
  106    69   -9.9284855404956100e-18
  106    70    7.6597562671868704e-17
  106    71   -1.1331900550070539e-16
  106    72   -1.9181127742214664e-02
  106    73   -1.3484491926180170e-16
  106    74   -4.9481705960502370e-17
  106    75   -1.1008980113896822e-17
  106    76    7.4606115337033072e-17
  106    77   -6.2582517662169626e-17
  106    78   -1.3787012336637554e-02
  106    79    1.9530674539797510e-17
  106    80   -1.3880058316945354e-17
  106    81   -1.4171635916067459e-18
  106    82   -3.0240610886531909e-18
  106    83    9.5196316297095424e-17
  106    84    7.4269385863804537e-17
  106    85   -2.3013119264166456e-17
  106    86    4.5833991193995394e-18
  106    87   -1.2692327194898009e-16
  106    88    2.7254667627594466e-02
  106    89    2.0809257408696845e-17
  106    90   -1.6820205566932336e-16
  106    91    3.7382958710331773e-02
  106    92    3.5724166770003414e-17
  106    93   -1.7094588603985137e-16
  106    94    3.2980955957510938e-02
  106    95   -9.5519264788630705e-17
  106    96   -1.5440012059092721e-16
  106    97    1.7549796142745541e-02
  106    98   -1.1224033977330587e-16
  106    99   -1.2806412188145032e-16
  106   100    5.9582897188633233e-03
  106   101   -8.0857800927699609e-17
  106   102    7.0845732400175198e-17
  106   103   -3.4497558512564166e-18
  106   104   -6.8661625637135130e-18
  106   105    8.1722006541966489e-17
  106   106    3.5044423101283392e-03
  107     0    5.2033676014794463e-04
  107     1   -1.2006396061092802e-04
  107     2   -1.7626342477004356e-04
  107     3   -3.3457365162176643e-03
  107     4    1.4711436487204854e-03
  107     5    9.5052297856827745e-03
  107     6    5.6050840629835686e-03
  107     7    8.3993705668249884e-16
  107     8    2.9200028985003962e-16
  107     9    6.9003707133464482e-03
  107    10    1.1578268663180021e-15
  107    11    5.5675974031202244e-16
  107    12    7.3707529320358785e-03
  107    13    1.0420974702637132e-15
  107    14    9.3293704986910812e-16
  107    15   -9.8007948352345498e-03
  107    16    5.8288849169446313e-16
  107    17    9.9655903942613381e-16
  107    18   -1.0613159152365102e-02
  107    19    2.1254155388854921e-16
  107    20    5.6199270580340207e-16
  107    21   -1.1647555077887168e-03
  107    22   -2.2763227562079477e-03
  107    23   -5.1738149649834362e-19
  107    24   -1.0799411444777494e-16
  107    25   -2.2763227562079416e-03
  107    26   -1.8364981070700919e-16
  107    27   -3.7306563018371102e-03
  107    28    9.2491516377797773e-04
  107    29   -4.9392752502110139e-18
  107    30   -3.3178228327381607e-16
  107    31    9.2491516377796580e-04
  107    32   -8.4579821466741051e-16
  107    33    8.6326109040837391e-03
  107    34    2.9914781552467001e-03
  107    35   -9.7395161611468490e-18
  107    36   -2.8698640405681208e-16
  107    37    2.9914781552466750e-03
  107    38   -1.4497485763128168e-15
  107    39    1.7958765549648280e-02
  107    40   -4.0111177100618234e-03
  107    41    1.0956834206077963e-03
  107    42    1.5468217825072160e-03
  107    43    2.8315434817066887e-02
  107    44    2.2696087384890380e-02
  107    45    9.1713044042142540e-03
  107    46    2.9823238830976283e-03
  107    47    6.2199754973256747e-16
  107    48    1.7000617192077047e-15
  107    49   -3.3503865724248350e-02
  107    50    9.6494077825996564e-16
  107    51    2.6118044963249112e-15
  107    52   -3.2885592638005341e-02
  107    53    7.9261484954605008e-16
  107    54    2.1900046461686592e-15
  107    55   -5.9805644218306519e-03
  107    56    3.6946724118740923e-16
  107    57    1.0923298500124166e-15
  107    58    3.2399849867372548e-03
  107    59    1.2154541651181774e-16
  107    60    4.0799335155264465e-16
  107    61    1.8763347723315768e-03
  107    62    1.7914007284674224e-02
  107    63   -5.1716245904386410e-18
  107    64    1.2839126019595201e-16
  107    65    1.7914007284674249e-02
  107    66   -5.0935477911192910e-16
  107    67    2.4779701605362258e-02
  107    68    1.6014542945199273e-02
  107    69   -3.7710559266332255e-18
  107    70    4.0591996105739759e-16
  107    71    1.6014542945199259e-02
  107    72   -1.5726338958288705e-15
  107    73    1.6892450733481709e-02
  107    74    3.8031341543325590e-03
  107    75   -9.8311069360393871e-18
  107    76    2.9021558232212623e-16
  107    77    3.8031341543324970e-03
  107    78   -1.1211194514263450e-15
  107    79   -5.1653825332624113e-03
  107    80   -3.3828235117387487e-03
  107    81   -3.0185619681382539e-03
  107    82   -2.8831466456849405e-03
  107    83    9.4468317374709170e-03
  107    84    1.3182525592129022e-02
  107    85    8.1363410206065859e-03
  107    86    3.6615464068826100e-03
  107    87    2.6672017973027760e-16
  107    88    2.4925894180361196e-15
  107    89    3.7394731434887724e-02
  107    90    4.1164510567225221e-16
  107    91    3.4463308179359569e-15
  107    92    5.3676613153153349e-02
  107    93    4.8264398594850472e-16
  107    94    3.1073904501959875e-15
  107    95    4.0831589811126785e-02
  107    96    3.8598905658445514e-16
  107    97    1.7496197878053306e-15
  107    98    1.7607294284740258e-02
  107    99    1.8550355497709933e-16
  107   100    6.7614542587201078e-16
  107   101    5.7905088326446639e-03
  107   102    5.6404612050807348e-03
  107   103    1.9976221517597067e-18
  107   104    7.4595688902535421e-17
  107   105    5.6404612050807192e-03
  107   106    3.4482624557392048e-16
  107   107    1.3600301083212781e-02
  108     0   -4.8151242581585477e-04
  108     1    1.2127190044118803e-03
  108     2    1.2997378501060184e-03
  108     3    8.0438704055628314e-03
  108     4    4.2612756519055505e-03
  108     5   -3.3460128320567709e-03
  108     6   -1.0408639330943259e-03
  108     7    4.5761523260943784e-15
  108     8   -5.5283208918403641e-15
  108     9   -6.9162089106708288e-03
  108    10    6.5406606380741404e-15
  108    11   -6.3355148826401488e-15
  108    12   -7.9455707858961753e-03
  108    13    6.5105949792150485e-15
  108    14   -2.0712430077684245e-15
  108    15    6.3582986633527556e-03
  108    16    4.2682290078784317e-15
  108    17    2.7255267571540468e-15
  108    18    5.1337590314063340e-03
  108    19    1.7250770490676228e-15
  108    20    2.2008949002649406e-15
  108    21   -1.8615694705634506e-03
  108    22    5.6881751408877790e-03
  108    23    2.9481980639992699e-18
  108    24   -8.4756787582642052e-16
  108    25    5.6881751408877782e-03
  108    26   -5.0337662646985773e-16
  108    27    7.3746424396717164e-03
  108    28    2.1048168116719335e-03
  108    29    1.6585499316831291e-17
  108    30   -2.8520349737684108e-15
  108    31    2.1048168116719465e-03
  108    32   -4.4308579015667085e-15
  108    33   -3.5452255808024703e-03
  108    34   -1.3857630511730367e-03
  108    35    2.5575640801179049e-17
  108    36   -3.4596579714102879e-15
  108    37   -1.3857630511730043e-03
  108    38   -1.0675293542214123e-14
  108    39   -1.0320144584855936e-02
  108    40    3.7648718831886203e-03
  108    41    1.1649330779080713e-04
  108    42   -3.2752837148750509e-04
  108    43   -1.9893493428597517e-02
  108    44   -1.2511065008660324e-02
  108    45   -1.8674951576989668e-03
  108    46    5.9350222651020175e-04
  108    47    5.4393263264836729e-15
  108    48    9.6278746036536913e-15
  108    49    2.9829463304662275e-02
  108    50    8.3558770634829954e-15
  108    51    1.4800520816381705e-14
  108    52    2.8023904599643414e-02
  108    53    6.9426963757291020e-15
  108    54    1.2254284850205233e-14
  108    55    1.9845005517621448e-03
  108    56    3.2742682210266289e-15
  108    57    5.7069574770029924e-15
  108    58   -5.1080926748639051e-03
  108    59    1.0499436904168627e-15
  108    60    1.7755700535964145e-15
  108    61   -2.4615708222687658e-03
  108    62   -1.3547424459443166e-02
  108    63    1.0519073352569808e-17
  108    64    2.3525481813657995e-17
  108    65   -1.3547424459443180e-02
  108    66   -6.3211021124555510e-15
  108    67   -1.7619613623458551e-02
  108    68   -1.0834638238320132e-02
  108    69    1.9810868820157652e-17
  108    70    6.4672325752061899e-17
  108    71   -1.0834638238320104e-02
  108    72   -1.9563668547200110e-14
  108    73   -5.5786549881132021e-03
  108    74   -1.4914538368645915e-03
  108    75    2.8852511363967531e-17
  108    76    4.8895537554771475e-17
  108    77   -1.4914538368645345e-03
  108    78   -1.4070534015023276e-14
  108    79    1.2151933112975731e-02
  108    80   -8.3125353853247801e-03
  108    81   -1.0982853561078896e-02
  108    82   -1.0303203624131308e-02
  108    83   -2.4176648168940731e-03
  108    84   -1.4924907924613942e-03
  108    85    1.2813952113849140e-03
  108    86    1.6739577347354788e-03
  108    87    4.4873431428216264e-15
  108    88    2.1735772449938503e-14
  108    89   -3.5687545101067822e-02
  108    90    6.4240548872374705e-15
  108    91    2.9462356251060543e-14
  108    92   -5.0470075182996697e-02
  108    93    6.4161011202518534e-15
  108    94    2.5011000660205816e-14
  108    95   -3.7361512367368531e-02
  108    96    4.2365138668138018e-15
  108    97    1.2211545218222220e-14
  108    98   -1.4666790531181993e-02
  108    99    1.7108156660118846e-15
  108   100    3.7207074599289451e-15
  108   101   -4.3620795567903808e-03
  108   102    2.5557553001989320e-03
  108   103    2.8062805371344362e-18
  108   104    8.3549154743317057e-16
  108   105    2.5557553001989541e-03
  108   106    2.4584933507427074e-15
  108   107   -4.3606073046629692e-03
  108   108    2.1811421624510071e-03
  109     0   -2.9345917485780254e-16
  109     1   -4.4101105112271424e-16
  109     2   -4.2462965570035537e-16
  109     3   -1.9581939148128576e-16
  109     4   -3.2434012195139523e-17
  109     5    1.4521565361364829e-16
  109     6    1.7809796263338730e-16
  109     7   -1.2997309659252656e-16
  109     8    3.8772599299930746e-16
  109     9   -3.3092300210961725e-16
  109    10   -1.7023209215981281e-16
  109    11    5.1218003229670519e-16
  109    12   -4.9619501473090837e-16
  109    13   -1.2753103143354398e-16
  109    14    3.9655837840869669e-16
  109    15   -5.6791985895550960e-16
  109    16   -4.3125065870424444e-17
  109    17    1.5062523541603219e-16
  109    18   -5.3093345925401970e-16
  109    19   -6.1130568424940453e-18
  109    20    3.0317922671638091e-17
  109    21   -2.6385911495945095e-16
  109    22   -8.4579919694311864e-17
  109    23    1.6011520650884406e-31
  109    24    8.9176945181670633e-18
  109    25   -8.4579919694311703e-17
  109    26   -3.0825334510184365e-17
  109    27   -1.8679156782250952e-17
  109    28   -1.2500604718246541e-17
  109    29    2.2708395727903612e-31
  109    30    3.7317448849264843e-18
  109    31   -1.2500604718246208e-17
  109    32   -3.3000257004977021e-17
  109    33    1.9038607624482230e-16
  109    34    2.5889025890504591e-17
  109    35    2.2273932007304485e-31
  109    36   -4.7226828707618026e-17
  109    37    2.5889025890504369e-17
  109    38    9.9673893610904140e-17
  109    39    4.5447104936666260e-16
  109    40    4.4544714443589632e-17
  109    41    1.8314679654648991e-16
  109    42    1.8150761685156223e-16
  109    43    6.2907158728530775e-16
  109    44    6.3392826942062401e-16
  109    45    3.8392850240702074e-16
  109    46    1.7320423884471487e-16
  109    47    4.1699519652094612e-18
  109    48    3.2579046508583597e-17
  109    49   -4.0045130631320391e-17
  109    50    6.4079231133343990e-18
  109    51    5.0063892072255078e-17
  109    52   -3.9979431285837926e-16
  109    53    5.3137569627993985e-18
  109    54    4.1515378755118710e-17
  109    55   -5.6503715520605838e-16
  109    56    2.4982183031178053e-18
  109    57    1.9518107394259663e-17
  109    58   -3.1165885109223224e-16
  109    59    8.0174847795436560e-19
  109    60    6.2639093134346026e-18
  109    61   -1.0460388651767971e-16
  109    62    3.4461722004717760e-16
  109    63    8.9664905050831363e-32
  109    64   -6.1867634594739611e-17
  109    65    3.4461722004717825e-16
  109    66    1.6705504102837286e-16
  109    67    5.1747749752714681e-16
  109    68    3.4084893453588725e-16
  109    69    3.6541187105118437e-31
  109    70   -1.9145458264879332e-16
  109    71    3.4084893453588769e-16
  109    72    5.1696583147181700e-16
  109    73    6.5160580568862106e-16
  109    74    1.2153575888936300e-16
  109    75    3.0707586182190009e-31
  109    76   -1.3761373827230276e-16
  109    77    1.2153575888936219e-16
  109    78    3.7158473640920239e-16
  109    79    2.4611842104256630e-16
  109    80    1.4647678884288855e-16
  109    81    3.9157248868717153e-16
  109    82    3.8825062650386864e-16
  109    83    8.8401223967723414e-16
  109    84    9.2681412126041081e-16
  109    85    6.6200093088619129e-16
  109    86    3.1171755995310898e-16
  109    87    1.3696871772122031e-16
  109    88   -3.3307052741854154e-16
  109    89    1.2344260088657752e-18
  109    90    1.8022336562487776e-16
  109    91   -4.3412010124382088e-16
  109    92    7.0780582119395735e-17
  109    93    1.3746138755494336e-16
  109    94   -3.1897438304737829e-16
  109    95    1.8217877670033654e-16
  109    96    4.9627273860252010e-17
  109    97   -9.9824713425281151e-17
  109    98    7.3402293169127401e-17
  109    99    8.7405514993980723e-18
  109   100   -9.7898035607984043e-18
  109   101   -1.8163760353020580e-17
  109   102    6.0419612418503415e-16
  109   103    1.6042703069602988e-31
  109   104    1.0201012384997089e-17
  109   105    6.0419612418503484e-16
  109   106   -2.0799014586703084e-17
  109   107    6.4854805104646611e-16
  109   108    4.8837985433193055e-16
  109   109    4.2032332282486315e-31
  110     0    1.0752111259266319e-15
  110     1    1.3879650969472180e-15
  110     2    1.3145973646801037e-15
  110     3   -1.8019686723823245e-16
  110     4   -6.8702413820692963e-16
  110     5   -7.6736100396655733e-16
  110     6   -4.2706250540316686e-16
  110     7    1.6265948326241231e-02
  110     8   -3.7504009507245368e-16
  110     9   -3.2375543940974350e-16
  110    10    2.4081073648711319e-02
  110    11   -5.6340833522746234e-16
  110    12   -3.7228101824689550e-16
  110    13    2.6233484047219799e-02
  110    14   -6.3582457173051047e-16
  110    15    1.3559824780183376e-16
  110    16    1.9405597770092816e-02
  110    17   -5.6403019081072791e-16
  110    18    2.8727796408581984e-16
  110    19    8.4660081523257515e-03
  110    20   -4.1772822683522939e-16
  110    21    5.1785991989898910e-17
  110    22   -4.4319403330641703e-16
  110    23   -9.0499227907111199e-18
  110    24   -3.8075948623195470e-03
  110    25   -4.3779032569388195e-16
  110    26    8.1103598516781686e-17
  110    27   -4.2044444462972010e-16
  110    28   -5.3363019395049129e-16
  110    29   -6.6423601356983496e-18
  110    30   -1.4405607526677808e-02
  110    31   -5.3407174797028199e-16
  110    32    2.9880550933926217e-16
  110    33   -7.6076124655039057e-16
  110    34   -2.1076289671457093e-16
  110    35   -2.9816071569611451e-19
  110    36   -2.0356511598055110e-02
  110    37   -2.1789883104745699e-16
  110    38    4.0360203255090714e-16
  110    39   -7.5283695169691187e-16
  110    40    1.5582786152666834e-16
  110    41    6.1057536113386255e-18
  110    42   -5.6783624708481040e-18
  110    43   -9.9065778223732629e-16
  110    44   -1.0335637417496056e-15
  110    45   -5.7354338451358820e-16
  110    46   -3.3530715189153639e-16
  110    47    2.8172795032837605e-02
  110    48   -5.6243725531001082e-16
  110    49    7.9013485521065929e-16
  110    50    4.3292849885159183e-02
  110    51   -8.8120897989003137e-16
  110    52    7.1650790427968940e-16
  110    53    3.5900506052883370e-02
  110    54   -8.1288166526132310e-16
  110    55   -7.2474814343541490e-17
  110    56    1.6878322049801917e-02
  110    57   -5.4752440325338057e-16
  110    58   -2.2775993046565270e-16
  110    59    5.4167279924897905e-03
  110    60   -3.3593943713489446e-16
  110    61   -1.1663812152352554e-16
  110    62   -5.7510528588589440e-16
  110    63    8.0174496154993345e-18
  110    64   -3.4142445628623859e-03
  110    65   -5.7911955590084860e-16
  110    66    3.2535476530765126e-17
  110    67   -8.7928215360483911e-16
  110    68   -6.2572158893082541e-16
  110    69   -4.3160300789525459e-18
  110    70   -1.0565666072827433e-02
  110    71   -6.1568817076090287e-16
  110    72    9.9628003332782850e-17
  110    73   -9.9560446467267107e-16
  110    74   -1.5091899439080811e-16
