   MULLIKEN OVERLAP POPULATIONS
  i      j                   value 
   92    23   -4.7866298316180523e-17
   92    24    6.5381663340305538e-16
   92    25   -1.8074296696221112e-02
   92    26    3.1565802291000557e-16
   92    27   -3.0560056367426782e-02
   92    28    1.9658848440228759e-02
   92    29   -2.4572232721021244e-16
   92    30    2.3304351551764486e-15
   92    31    1.9658848440228534e-02
   92    32    9.9568055146022861e-16
   92    33    1.1095953142627012e-01
   92    34    3.3813047313515823e-02
   92    35   -3.6210377049017003e-16
   92    36    3.7883080936210480e-15
   92    37    3.3813047313515511e-02
   92    38    1.1266810869519040e-15
   92    39    1.3450412235302470e-01
   92    40   -5.2167848076316865e-02
   92    41    7.7595017697616410e-03
   92    42    1.4093789798795596e-02
   92    43    3.1704234997224107e-01
   92    44    2.0800053552385506e-01
   92    45    4.4017547946593141e-02
   92    46   -6.3675521261359765e-04
   92    47   -4.4489774282069772e-15
   92    48   -1.7584903497042267e-15
   92    49   -3.5114313963198740e-01
   92    50   -6.8288663774831408e-15
   92    51   -2.7341640722385757e-15
   92    52   -2.7438422795881456e-01
   92    53   -5.9409624583314343e-15
   92    54   -1.9401110519444874e-15
   92    55    6.0953692321867453e-02
   92    56   -3.0262773003911520e-15
   92    57    4.9534135481957164e-18
   92    58    1.0743886410324771e-01
   92    59   -1.0245865447902916e-15
   92    60    9.4274989949515249e-16
   92    61    4.4953300176997009e-02
   92    62    2.1381805920170588e-01
   92    63   -1.5077182479265829e-16
   92    64    8.6087935370335546e-16
   92    65    2.1381805920170618e-01
   92    66   -1.5165978990510126e-16
   92    67    2.8012975094522224e-01
   92    68    1.7478123681812913e-01
   92    69   -2.7355607245340171e-16
   92    70    2.7576062372643918e-15
   92    71    1.7478123681812882e-01
   92    72   -4.2603062466494753e-16
   92    73    9.6460545551104532e-02
   92    74    2.8464216341338135e-02
   92    75   -4.0988194749777813e-16
   92    76    1.9799372860726967e-15
   92    77    2.8464216341337410e-02
   92    78   -1.4310351047785605e-16
   92    79   -1.6679906729012470e-01
   92    80    1.3403261284623961e-02
   92    81   -6.7359344980829905e-03
   92    82   -1.0252018467912504e-02
   92    83   -7.0500866973650864e-02
   92    84   -4.4660334472576099e-02
   92    85   -3.4077692097525356e-02
   92    86   -1.9648154156485007e-02
   92    87   -5.2363497870854501e-15
   92    88   -1.3523957061397196e-15
   92    89    4.9447743607053818e-01
   92    90   -7.4028362640040679e-15
   92    91   -1.9009652639639502e-15
   92    92    7.0137660313993788e-01
   93     0   -5.4840435471367248e-16
   93     1   -4.5095403884004248e-16
   93     2   -4.0231180388746399e-16
   93     3    1.0916655378722385e-15
   93     4    7.2847816553231150e-16
   93     5    9.9298796580428776e-17
   93     6    5.3406444301441593e-16
   93     7   -7.2707645716327915e-02
   93     8    1.5856042053656212e-16
   93     9   -1.9584997226386393e-16
   93    10   -7.8555483667405099e-02
   93    11    4.3929389435112406e-16
   93    12   -4.8147080778889826e-17
   93    13   -9.6558218849223422e-03
   93    14    9.8070458673377852e-16
   93    15    1.8850528041951225e-15
   93    16    5.9990738372832517e-02
   93    17    8.0054427414037650e-16
   93    18    1.8865179823327139e-15
   93    19    4.2821196653198904e-02
   93    20   -2.3946293069160191e-16
   93    21    8.5978488637772402e-16
   93    22    9.1802020193374523e-16
   93    23   -5.2886862172128151e-17
   93    24   -1.1172998500527711e-02
   93    25    9.0925802701947136e-16
   93    26   -2.1431333136631891e-16
   93    27    1.0643532196848805e-15
   93    28    6.9773699771725103e-16
   93    29   -2.1497660538996788e-17
   93    30   -8.1607421666254384e-02
   93    31    5.4539856000590069e-16
   93    32   -8.4174963291080956e-16
   93    33   -7.5654253553265860e-16
   93    34    7.3562859616325098e-16
   93    35    3.0087876072735713e-17
   93    36   -1.8413984068818604e-01
   93    37    6.0864692050731783e-16
   93    38   -1.0953266324322901e-15
   93    39   -1.5335438604551851e-15
   93    40   -2.9522372167714465e-15
   93    41   -4.6988914483639347e-15
   93    42   -4.5274001007448473e-15
   93    43   -3.8203116789529619e-15
   93    44   -2.4962230976795621e-15
   93    45   -1.8320631753938094e-16
   93    46    1.4753711823226396e-17
   93    47    1.7463130743899721e-01
   93    48    1.4501026051245739e-15
   93    49    3.2235254479417788e-15
   93    50    2.6835416824612179e-01
   93    51    2.3596751538619776e-15
   93    52    4.2127930424809555e-15
   93    53    2.2253213791635745e-01
   93    54    1.8010460700507891e-15
   93    55    2.1185869377896580e-15
   93    56    1.0462161966882774e-01
   93    57    4.4412782926307501e-16
   93    58    1.0296697483374081e-15
   93    59    3.3576018647328544e-02
   93    60   -3.5421006236495118e-16
   93    61    7.0992749834177152e-16
   93    62   -1.9224499717532307e-15
   93    63    9.2513444518980619e-17
   93    64   -1.0160123590478193e-01
   93    65   -1.9432230158173497e-15
   93    66   -3.5731005786507326e-16
   93    67   -2.7053949861828550e-15
   93    68   -1.1501831949552965e-15
   93    69   -7.4671402017655145e-18
   93    70   -3.1441354343302330e-01
   93    71   -1.1046253710034013e-15
   93    72   -1.0435588464107006e-15
   93    73   -2.1940789290890567e-15
   93    74    5.5724163556264721e-16
   93    75    1.2460807590679242e-18
   93    76   -2.2599418868249063e-01
   93    77    4.4343524263581235e-16
   93    78   -4.8964303670928394e-16
   93    79    8.8092265737013164e-16
   93    80   -3.6538351497620112e-15
   93    81   -5.7583770459204082e-15
   93    82   -5.5343290470766561e-15
   93    83   -4.2229310294767896e-15
   93    84   -3.1846736251525814e-15
   93    85   -1.2802862608224179e-15
   93    86   -2.3743684391993488e-16
   93    87    3.6567372164319895e-01
   93    88    2.0582479141248060e-15
   93    89   -3.0790462161525661e-15
   93    90    4.9697496733076774e-01
   93    91    2.6452500104924813e-15
   93    92   -4.4754224871391636e-15
   93    93    4.2552417895055783e-01
   94     0   -6.5083655369012082e-17
   94     1   -4.1953255323550199e-15
   94     2   -4.3560948854829360e-15
   94     3   -1.8104915186888228e-14
   94     4   -1.9522665242822817e-14
   94     5   -1.4001500225645614e-14
   94     6   -7.1289251414932456e-15
   94     7    4.5587441066233579e-15
   94     8   -7.2707645716360292e-02
   94     9    3.0023240611579875e-16
   94    10    6.2634858776041074e-15
   94    11   -7.8555483667447787e-02
   94    12    1.7032702888142568e-15
   94    13    5.0157870707418305e-15
   94    14   -9.6558218849559351e-03
   94    15    3.0622413549115044e-15
   94    16    1.7117215265879179e-15
   94    17    5.9990738372821033e-02
   94    18    2.2526977398493628e-15
   94    19   -4.5904883304265263e-16
   94    20    4.2821196653198210e-02
   94    21    1.0718217278208297e-15
   94    22   -1.2986503721510140e-14
   94    23   -2.1486990863636166e-17
   94    24   -4.8096567244920800e-16
   94    25   -1.3114121991956600e-14
   94    26   -1.1172998500524717e-02
   94    27   -1.4316984956473804e-14
   94    28   -1.0659593734083484e-14
   94    29   -4.9779373388053028e-17
   94    30   -7.6407350140758371e-16
   94    31   -1.0735922232622577e-14
   94    32   -8.1607421666250360e-02
   94    33   -1.3315249893497022e-14
   94    34   -3.8355055137553091e-15
   94    35   -8.4479687911134263e-17
   94    36    9.4858990259982277e-16
   94    37   -3.9129698609728471e-15
   94    38   -1.8413984068819342e-01
   94    39   -6.5769186007316171e-15
   94    40   -2.7506940988600145e-15
   94    41   -5.3365537776655590e-15
   94    42   -5.0001182448314969e-15
   94    43   -1.1156886598653101e-14
   94    44   -1.3382634502915495e-14
   94    45   -9.6738022219743247e-15
   94    46   -3.5191061781018697e-15
   94    47    1.2004402535062714e-15
   94    48    1.7463130743899161e-01
   94    49   -4.3555973256539047e-15
   94    50    1.6481941833745187e-15
   94    51    2.6835416824611341e-01
   94    52   -8.9880673141055467e-15
   94    53    8.9140123867093486e-16
   94    54    2.2253213791635243e-01
   94    55   -8.6938219474306423e-15
   94    56   -4.1529210507302225e-16
   94    57    1.0462161966882756e-01
   94    58   -4.3761502206193496e-15
   94    59   -8.1503977582892101e-16
   94    60    3.3576018647330376e-02
   94    61   -1.5005131267743523e-15
   94    62   -5.3707460906791208e-15
   94    63   -4.6685970588985195e-17
   94    64    1.7311261248608387e-15
   94    65   -5.4594219228710967e-15
   94    66   -1.0160123590479500e-01
   94    67   -8.3714258137056114e-15
   94    68   -5.9737117214443920e-15
   94    69   -1.3717102156524189e-16
   94    70    5.5270457632273425e-15
   94    71   -5.9792422758807783e-15
   94    72   -3.1441354343306332e-01
   94    73   -1.5871441736970246e-14
   94    74   -2.8794348531501384e-15
   94    75   -1.4876171281164930e-16
   94    76    4.3666987798595322e-15
   94    77   -3.0383073686975586e-15
   94    78   -2.2599418868251991e-01
   94    79   -9.4873931081059954e-15
   94    80    1.3104579501773223e-15
   94    81    1.0316171299698976e-15
   94    82    8.8859920828652926e-16
   94    83   -3.0834044653736396e-15
   94    84   -4.9011788842939938e-15
   94    85   -6.7164739394080413e-15
   94    86   -5.1702203014068464e-15
   94    87   -3.1354655053345706e-15
   94    88    3.6567372164322204e-01
   94    89   -3.9307265220018238e-16
   94    90   -3.9527522267753841e-15
   94    91    4.9697496733079760e-01
   94    92   -1.3718121542216764e-15
   94    93   -2.9504360407042562e-15
   94    94    4.2552417895057992e-01
   95     0    1.9389647634485978e-03
   95     1   -7.2479198321225566e-04
   95     2   -1.0951413859452380e-03
   95     3   -9.5821482612648105e-03
   95     4    2.1135119684124414e-02
   95     5    4.5630018931442536e-02
   95     6    6.9037781706152174e-03
   95     7   -3.7334159104664076e-14
   95     8   -2.5241689811541145e-15
   95     9    2.5500308149752791e-03
   95    10   -4.9584326260722365e-14
   95    11   -1.2200592777429740e-14
   95    12   -1.1960921581296861e-02
   95    13   -3.9110012136328576e-14
   95    14   -3.5384705754180638e-14
   95    15   -8.7288913819568714e-02
   95    16   -1.5750812373584527e-14
   95    17   -4.5544011674494361e-14
   95    18   -2.7394302890655489e-02
   95    19   -3.6664466809993464e-15
   95    20   -2.4235568261313973e-14
   95    21    2.6926083008014582e-02
   95    22   -8.0086648249338716e-03
   95    23   -3.0552574798536576e-17
   95    24    3.2257839525483448e-15
   95    25   -8.0086648249338612e-03
   95    26    8.8792428684957130e-15
   95    27   -8.1412822276372213e-03
   95    28    1.1637572471462942e-02
   95    29   -1.7732867820716615e-16
   95    30    4.1831875802282881e-15
   95    31    1.1637572471462814e-02
   95    32    4.5106795684183007e-14
   95    33    6.3377277755252939e-02
   95    34    1.5937410511706954e-02
   95    35   -2.5808459862765374e-16
   95    36   -7.6760514395679625e-15
   95    37    1.5937410511706756e-02
   95    38    8.3946891727838106e-14
   95    39    4.5194581430280753e-02
   95    40   -3.0702329768176197e-02
   95    41    1.7826163639388902e-03
   95    42    5.5764561212310352e-03
   95    43    1.6897421339112570e-01
   95    44    9.7952219909467009e-02
   95    45    7.0936285232183691e-03
   95    46   -9.8220986599983091e-03
   95    47   -5.0931887713246186e-15
   95    48   -9.2485806307732522e-14
   95    49   -1.4362375665864013e-01
   95    50   -7.8576032055496301e-15
   95    51   -1.4212101527143843e-13
   95    52   -8.7613885498910610e-02
   95    53   -6.7204340189998935e-15
   95    54   -1.1765794456058588e-13
   95    55    6.7112290436491182e-02
   95    56   -3.3468899768218461e-15
   95    57   -5.4794537314740421e-14
   95    58    6.8779083689670228e-02
   95    59   -1.1370889725507059e-15
   95    60   -1.7036788278665506e-14
   95    61    2.6907776180335359e-02
   95    62    1.1787670580601919e-01
   95    63   -1.0243314734236790e-16
   95    64   -1.5443372797485257e-14
   95    65    1.1787670580601932e-01
   95    66    3.4837339018376179e-14
   95    67    1.5033371290071190e-01
   95    68    9.2293457105610988e-02
   95    69   -2.0519620107693211e-16
   95    70   -4.7739701197658380e-14
   95    71    9.2293457105610849e-02
   95    72    1.0781598562617138e-13
   95    73    2.4624649199173940e-02
   95    74    1.1392352835379881e-02
   95    75   -3.0028436624594902e-16
   95    76   -3.4302273432194010e-14
   95    77    1.1392352835379514e-02
   95    78    7.7603250264358952e-14
   95    79   -1.1957183438013821e-01
   95    80    1.2928317705669590e-02
   95    81   -8.2041953359393467e-03
   95    82   -1.0861289229818530e-02
   95    83   -9.2100674456077225e-02
   95    84   -7.8634067757143405e-02
   95    85   -4.8643919541186915e-02
   95    86   -2.5269150798887672e-02
   95    87    2.9220969907301217e-14
   95    88   -1.5274154903204076e-13
   95    89    2.5731803570676354e-01
   95    90    3.7793241644948505e-14
   95    91   -2.0947331793226576e-13
   95    92    3.6436901528230725e-01
   95    93    2.6990891740835837e-14
   95    94   -1.8468147270721874e-13
   95    95    2.9674877295970442e-01
   96     0   -5.5000064153641523e-15
   96     1   -5.3419461832116561e-15
   96     2   -4.9134434781483137e-15
   96     3    8.5463116929045104e-15
   96     4    9.2438433107736794e-15
   96     5    4.7316106718404553e-15
   96     6    2.3011467518573573e-15
   96     7    1.3494591020502700e-03
   96     8    7.0936413893091010e-15
   96     9   -1.0248345922905315e-15
   96    10    5.5765093359235324e-03
   96    11    1.0529391811345231e-14
   96    12   -8.3067088732632792e-16
   96    13    1.5416395042134778e-02
   96    14    1.1538401696098409e-14
   96    15    3.2481389251216019e-15
   96    16    1.9664108906364115e-02
   96    17    8.5028840408912392e-15
   96    18    2.8976853366718637e-15
   96    19    1.0627338125327120e-02
   96    20    3.5328167112973838e-15
   96    21    4.9339521227121650e-16
   96    22    7.7715691019453621e-15
   96    23   -1.2235421229344856e-17
   96    24   -3.7847567772623537e-03
   96    25    7.7739112628717179e-15
   96    26   -1.6938945601802304e-15
   96    27    8.3766216280647275e-15
   96    28    6.1432610494923477e-15
   96    29   -6.8493812589208130e-18
   96    30   -1.9159118844156622e-02
